week1,"12,195"
week2,"14,257"
week3,"15,066"
week4,"17,472"
week5,"17,420"
week6,"16,803"
week7,"16,363"
week8,"13,418"
week9,"9,529"
week10,"8,606"
week11,"7,106"
week12,"4,942"
week13,"4,299"
week14,"3,461"
week15,"2,956"
week16,"2,616"
week17,"2,103"
